Bill Name,Summary,Representative,Committee,Preamble,Word Link
S. 131,Job Creation and Competitiveness Act,Kimbrell,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS SO AS TO ENACT THE ""SOUTH CAROLINA JOB CREATION AND COMPETITIVENESS ACT OF 2025""; BY REPEALING CHAPTERS 6 AND 20 OF TITLE 12 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO THE SOUTH CAROLINA INCOME TAX ACT AND CORPORATE LICENSE FEES; BY ADDING CHAPTER 7 TO TITLE 12, RELATING TO INCOME TAX, TO PROVIDE THAT SOUTH CAROLINA TAXABLE INCOME FOR INDIVIDUALS, ESTATES, AND TRUSTS IS EQUAL TO THE THREE AND ONE HALF PERCENT OF THE DIFFERENCE BETWEEN THE FEDERAL TAXABLE INCOME OF THE TAXPAYER AND THE STATE STANDARD DEDUCTION, TO PROVIDE FOR THE STATE STANDARD DEDUCTION, TO PROVIDE FOR AN EARNED INCOME TAX CREDIT, TO PROVIDE FOR INCOME TAXES PAID TO ANOTHER STATE, AND TO PROVIDE FOR THE TECHNICAL ASPECTS OF THE DEPARTMENT OF REVENUE IMPLEMENTING THIS CHAPTER; AND BY AMENDING SECTION 12-36-2120, RELATING TO EXEMPTIONS FROM SALES TAX, SO AS TO REPEAL CERTAIN EXEMPTIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/131.docx
S. 132,Economic Incentive Clawback,Kimbrell,Finance.,A JOINT RESOLUTION TO ESTABLISH CRITERIA FOR THE STATE TO RECOVER FUNDS APPROPRIATED FOR CERTAIN PURPOSES RELATED TO THE SCOUT MOTORS ECONOMIC DEVELOPMENT PROJECT.,https://www.scstatehouse.gov/sess126_2025-2026/bills/132.docx
S. 133,Tort Reform,Kimbrell,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 61-2-140, RELATING TO SUSPENSION OR REVOCATION OF LICENSES AND PERMITS FOR THE SALE OF ALCOHOLIC LIQUORS, BEER, AND WINE, SO AS TO A PERSON LICENSED OR PERMITTED UNDER THE PROVISIONS OF THIS TITLE WHO MAINTAINS A LIQUOR LIABILITY INSURANCE POLICY OR A GENERAL LIABILITY INSURANCE POLICY WITH A LIQUOR LIABILITY ENDORSEMENT PURSUANT TO SECTION 61-2-145 MUST SURRENDER HIS LICENSE UPON THE THIRD OCCURRENCE DURING ANY ONE CALENDAR YEAR OF AN EVENT OR SERIES OF EVENTS THAT ACTIVATES COVERAGE FOR THE INSURED; BY AMENDING SECTION 61-2-145, RELATING TO LIQUOR LIABILITY INSURANCE COVERAGE REQUIRE FOR  ON-PREMISES CONSUMPTION, SO AS TO REDUCE THE REQUIREMENT FROM ONE MILLION DOLLARS TO TWO HUNDRED FIFTY THOUSAND DOLLARS; BY AMENDING SECTION 15-3-530, RELATING TO THREE YEARS TIME PERIOD FOR THE COMMENCEMENT OF ACTIONS OTHER THAN FOR THE RECOVERY OF REAL PROPERTY SHALL BE AS PRESCRIBED IN THE FOLLOWING SECTIONS SO AS TO ADD ANY ACTION ON A POLICY OF INSURANCE REQUIRED PURSUANT TO SECTION 61-2-145; BY ADDING SECTION 15-38-12 SO AS TO PROVIDE A NECESSARY DEFINITION; BY AMENDING SECTION 15-38-15, RELATING TO JOINT AND SEVERAL LIABILITY, SO AS TO PROVIDE THAT IS FIFTY PERCENT OR GREATER AT FAULT FOR THE INCIDENT RESULTING IN THE DAMAGES FOR WHICH HE IS SEEKING RECOVERY, THEN THE JURY SHALL RETURN A VERDICT FOR THE DEFENDANT, AND IF THE PLAINTIFF IS NOT FIFTY PERCENT OR MORE AT FAULT THEN THE DEFENDANTS ARE LIABLE FOR DAMAGES IN DIRECT PROPORTION TO THEIR PERCENTAGE OF FAULT; AND BY AMENDING SECTION 15-33-135, RELATING TO PUNITIVE DAMAGES, SO AS TO PROHIBIT PUNITIVE DAMAGES ON ANY ACTION ON A POLICY OF INSURANCE REQUIRED PURSUANT TO SECTION 61-2-145.",https://www.scstatehouse.gov/sess126_2025-2026/bills/133.docx
S. 134,School Curriculum,Kimbrell,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-29-250 SO AS TO AUTHORIZE THE STATE BOARD OF EDUCATION TO DEVELOP AND ADOPT ACADEMIC STANDARDS THAT INCORPORATE THE BIBLE INTO ITS CURRICULUM FOR WORLD HISTORY, THE HISTORY OF WESTERN CIVILIZATION, UNITED STATES HISTORY, SOUTH CAROLINA HISTORY, AND LITERATURE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/134.docx
S. 135,Pledge,Reichenbach,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-1-455, RELATING TO THE REQUIREMENT THAT SCHOOLS ALLOT TIME FOR THE RECITATION OF THE PLEDGE OF ALLEGIANCE, SO AS TO REQUIRE PUPILS TO SALUTE THE UNITED STATES FLAG AND RECITE THE PLEDGE OF ALLEGIANCE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/135.docx
S. 136,Dismissal of pending gun possession charges,Tedder,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 17-1-65, RELATING TO THE EXPUNGEMENT OF CONVICTIONS FOR THE UNLAWFUL POSSESSION OF HANDGUNS, SO AS TO PROVIDE THE STATE MUST DISMISS CERTAIN PENDING UNLAWFUL HANDGUN POSSESSION CHARGES THAT OCCURRED PRIOR TO THE ENACTMENT OF THE S.C. CONSTITUTIONAL CARRY/SECOND AMENDMENT PRESERVATION ACT OF 2024, AND TO PROVIDE THE DISMISSAL OF THESE CHARGES DOES NOT MANDATE THE DISMISSAL OF OTHER RELATED CHARGES OR MAY SERVE AS A BASIS OR SUPPORT FOR CIVIL ACTIONS DUE TO THE ARREST.",https://www.scstatehouse.gov/sess126_2025-2026/bills/136.docx
S. 137,Hemp-Derived Cannabinoids,Tedder,Agriculture and Natural Resources.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING CHAPTER 56 TO TITLE 46, SO AS TO REGULATE THE SALE AND DISTRIBUTION OF PRODUCTS CONTAINING HEMP-DERIVED CANNABINOID; AND BY AMENDING SECTION 59-1-380, RELATING TO TOBACCO-FREE SCHOOL CAMPUS POLICY, SO AS TO ADD REFERENCES TO HEMP-DERIVED CANNABINOIDS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/137.docx
S. 138,Dismissal of pending Handgun possession charges,Tedder,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 17-1-65, RELATING TO THE S.C. CONSTITUTIONAL CARRY/SECOND AMENDMENT PRESERVATION ACT OF 2024, SO AS TO PROVIDE THAT THE STATE MUST DISMISS SELECT PENDING UNLAWFUL HANDGUN POSSESSION CHARGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/138.docx
S. 139,NPDES Outlet Sign,Devine,Medical Affairs.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 48-1-91 SO AS TO REQUIRE ANY PERSON POSSESSING A NPDES PERMIT WHICH ALLOWS THE DISCHARGE OF EFFLUENT INTO STATE WATERS TO POST A SIGN, TO PROVIDE FOR THE REQUIREMENTS OF THAT SIGN, AND TO ESTABLISH CERTAIN EXEMPTIONS AND CIRCUMSTANCES TO WAIVE THE REQUIREMENTS OF THIS SECTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/139.docx
S. 140,Voting Rights Notification,Devine,Corrections and Penology.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 24-3-180, RELATING TO TRANSPORTATION AND CLOTHES FOR DISCHARGED INMATES, SO AS TO PROVIDE THAT THE INMATE MUST BE PROVIDED WITH WRITTEN NOTICE THAT THE INMATE IS ELIGIBLE TO REGISTER TO VOTE AND INSTRUCTIONS CONCERNING HOW TO REGISTER TO VOTE; BY ADDING SECTION 24-13-190 SO AS TO MAKE CONFORMING CHANGES; BY AMENDING SECTION 24-21-280, RELATING TO THE DUTIES AND POWERS OF PROBATION AGENTS AND THE AUTHORITY TO ENFORCE CRIMINAL LAWS, SO AS TO PROVIDE THAT A PERSON CONVICTED OF A FELONY WHO, BY COMPLETING SUPERVISION, HAS COMPLETED ALL TERMS OF HIS SENTENCE MUST BE PROVIDED WITH THE CONTACT INFORMATION OF THE VOTER REGISTRATION BOARD; AND BY AMENDING SECTION 7-5-120, RELATING TO QUALIFICATIONS FOR REGISTRATION AND PERSONS DISQUALIFIED FROM REGISTERING OR VOTING, SO AS TO PROVIDE THAT A PERSON FORMERLY DISQUALIFIED FROM VOTING MUST PROVIDE VERIFICATION AT THE TIME OF REGISTRATION THAT HE HAS SERVED HIS SENTENCE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/140.docx
S. 141,Firearm Liability Insurance,Devine,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-31-9010 SO AS TO PROVIDE THAT RESIDENTS OF THIS STATE WHO OWN OR POSSESS FIREARMS SHALL OBTAIN AND CARRY LIABILITY INSURANCE THAT COVERS LOSSES OR DAMAGES RESULTING FROM ANY NEGLIGENT OR ACCIDENTAL USE OF THE FIREARM, TO PROVIDE THAT PROOF INSURANCE MUST BE DISPLAYED UPON DEMAND BY LAW ENFORCEMENT OFFICERS, AND TO PROVIDE PENALTIE FOR VIOLATIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/141.docx
S. 142,Use of Force,Devine,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-23-170 SO AS TO REQUIRE THAT THE SOUTH CAROLINA LAW ENFORCEMENT TRAINING COUNCIL DEVELOP A MODEL USE OF FORCE POLICY THAT MAY BE ADOPTED BY LAW ENFORCEMENT AGENCIES, TO MANDATE USE OF FORCE TRAINING AT THE CRIMINAL JUSTICE ACADEMY, TO PROVIDE THAT A LAW ENFORCEMENT AGENCY THAT DOES NOT IMPLEMENT A USE OF FORCE POLICY LOSES QUALIFIED IMMUNITY FOR ITS OFFICERS, AND TO PROVIDE THAT LAW ENFORCEMENT OFFICERS IN A DEPARTMENT THAT DOES NOT ADOPT AN APPROVED USE OF FORCE POLICY ARE NOT SUBJECT TO QUALIFIED IMMUNITY FOR ANY INCIDENT THAT OCCURS WHICH WOULD BE ADDRESSED BY THE MODEL USE OF FORCE POLICY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/142.docx
S. 143,Household Member & Dating Relationship,Devine,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 20-4-20, RELATING TO DEFINITIONS PERTAINING TO DOMESTIC ABUSE, SO AS TO INCLUDE PERSONS WHO ARE OR WERE DATING TO THE LIST OF PERSONS DEFINED AS ""HOUSEHOLD MEMBER""; AND BY AMENDING SECTION 20-4-40, RELATING TO PETITIONS FOR AN ORDER OF PROTECTION, SO AS TO INCLUDE A PARENT, GUARDIAN, LEGAL COUNSEL, OR OTHER APPROPRIATE ADULT AS A PERSON WHO CAN PETITION ON BEHALF OF MINORS IN THE PERSON'S HOUSEHOLD.",https://www.scstatehouse.gov/sess126_2025-2026/bills/143.docx
S. 144,Firefighter Emergency Transportation Exemption,Devine,Medical Affairs.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 44-61-100, RELATING TO EXEMPTIONS FOR EMERGENCY MEDICAL SERVICES, SO AS TO ALLOW FIREFIGHTERS TO TRANSPORT PATIENTS IN VEHICLES OTHER THAN AMBULANCES WHEN FIREFIGHTERS ARRIVE BEFORE EMERGENCY MEDICAL SERVICE PROVIDERS AND THERE IS A PATIENT SUFFERING FROM A CONDITION REQUIRING AN EMERGENCY RESPONSE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/144.docx
S. 145,Constitutional Carry/Second Amendment Preservation Act Repeal,Devine,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY REPEALING ACT 111 OF 2024 RELATING TO THE SOUTH CAROLINA CONSTITUTIONAL CARRY/SECOND AMENDMENT PRESERVATION ACT OF 2024; AND TO PROVIDE THAT THE STATUTES CONTAINED IN THAT ACT REVERT TO THE LANGUAGE CONTAINED IN THEM.,https://www.scstatehouse.gov/sess126_2025-2026/bills/145.docx
S. 146,Bill of Rights for Residents of Long-Term Care Facilities,Nutt,Medical Affairs.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 44-81-40, RELATING TO RIGHTS OF RESIDENTS OF LONG-TERM CARE FACILITIES, SO AS TO PROVIDE THAT RESIDENTS MAY DESIGNATE ONE PERSON WHO IS PERMITTED TO VISIT THE RESIDENT IN THE EVENT THAT ACCESS TO THE FACILITY IS LIMITED OR PROHIBITED DUE TO A DECLARED STATE OF EMERGENCY ARISING FROM A DISASTER OR PUBLIC HEALTH EMERGENCY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/146.docx
S. 147,Free School Meals,Devine,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-36-810 SO AS TO PROVIDE THAT ELIGIBLE SCHOOLS THAT PARTICIPATE IN THE SCHOOL BREAKFAST PROGRAM SHALL PROVIDE BREAKFAST AND LUNCH WITHOUT CHARGE TO ALL STUDENTS AND TO PROVIDE GUIDELINES; AND BY AMENDING SECTION 59-10-350, RELATING TO LENGTH OF LUNCH PERIOD AND FACTORS, SO AS TO REQUIRE SCHOOLS TO PROVIDE THIRTY MINUTE LUNCH PERIODS TO ALL STUDENTS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/147.docx
S. 148,Sexual Abuse and Incest,Devine,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 15-3-555, RELATING TO STATUTE OF LIMITATIONS FOR ACTION BASED ON SEXUAL ABUSE OR INCEST, SO AS TO EXTEND THE TIME WITHIN WHICH AN ACTION TO RECOVER DAMAGES FOR SEXUAL ASSAULT, SEXUAL ABUSE, OR INCEST MAY COMMENCE; AND BY AMENDING SECTION 15-78-110, RELATING TO STATUTE OF LIMITATIONS, SO AS TO MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/148.docx
